orgname,orgref,superuser,user,password
iacorg-wwr79,UPNUZ62,iacorg-wwr79_superuser@mailtest.co.uk,iacorg-wgmfk_user622@mailtest.co.uk,Pass19word
iacorg-wwr79,UUY5M6V,iacorg-wwr79_superuser@mailtest.co.uk,iacorg-wgmfk_user623@mailtest.co.uk,Pass19word
iacorg-wwr79,QPGLT0L,iacorg-wwr79_superuser@mailtest.co.uk,iacorg-wgmfk_user624@mailtest.co.uk,Pass19word
iacorg-wwr79,IUS14Z0,iacorg-wwr79_superuser@mailtest.co.uk,iacorg-wgmfk_user625@mailtest.co.uk,Pass19word
iacorg-wxvhf,EP8PH7X,iacorg-wxvhf_superuser@mailtest.co.uk,iacorg-womtb_user23@mailtest.co.uk,Pass19word
iacorg-wxvhf,CEJ97NV,iacorg-wxvhf_superuser@mailtest.co.uk,iacorg-womtb_user24@mailtest.co.uk,Pass19word
iacorg-wxvhf,6TYZ36Y,iacorg-wxvhf_superuser@mailtest.co.uk,iacorg-womtb_user25@mailtest.co.uk,Pass19word
iacorg-wxvhf,D5YRDG0,iacorg-wxvhf_superuser@mailtest.co.uk,iacorg-womtb_user26@mailtest.co.uk,Pass19word
iacorg-wxvhf,VDQ7FW9,iacorg-wxvhf_superuser@mailtest.co.uk,iacorg-wxvhf_user291@mailtest.co.uk,Pass19word
iacorg-xbknw,B9OPCO5,iacorg-xbknw_superuser@mailtest.co.uk,iacorg-wxvhf_user292@mailtest.co.uk,Pass19word
iacorg-xbknw,APGPS1H,iacorg-xbknw_superuser@mailtest.co.uk,iacorg-wxvhf_user293@mailtest.co.uk,Pass19word
iacorg-xbknw,L1KB3CW,iacorg-xbknw_superuser@mailtest.co.uk,iacorg-wxvhf_user294@mailtest.co.uk,Pass19word
iacorg-xbknw,UHOL10J,iacorg-xbknw_superuser@mailtest.co.uk,iacorg-wxvhf_user295@mailtest.co.uk,Pass19word
iacorg-xbknw,HRLQ9LJ,iacorg-xbknw_superuser@mailtest.co.uk,iacorg-wxvhf_user296@mailtest.co.uk,Pass19word
iacorg-xf9pe,H45Z7II,iacorg-xf9pe_superuser@mailtest.co.uk,iacorg-wxvhf_user297@mailtest.co.uk,Pass19word
iacorg-xf9pe,PYWSE1P,iacorg-xf9pe_superuser@mailtest.co.uk,iacorg-wxvhf_user298@mailtest.co.uk,Pass19word
iacorg-xf9pe,OHS3L84,iacorg-xf9pe_superuser@mailtest.co.uk,iacorg-xf9pe_user13@mailtest.co.uk,Pass19word
iacorg-xf9pe,FFTJ2KA,iacorg-xf9pe_superuser@mailtest.co.uk,iacorg-xf9pe_user14@mailtest.co.uk,Pass19word
iacorg-xf9pe,6ICO3QJ,iacorg-xf9pe_superuser@mailtest.co.uk,iacorg-xf9pe_user15@mailtest.co.uk,Pass19word
iacorg-xucm6,L2PE1Z7,iacorg-xucm6_superuser@mailtest.co.uk,iacorg-xf9pe_user16@mailtest.co.uk,Pass19word
iacorg-xucm6,OY5S6JG,iacorg-xucm6_superuser@mailtest.co.uk,iacorg-xucm6_user395@mailtest.co.uk,Pass19word
iacorg-xucm6,6P663RS,iacorg-xucm6_superuser@mailtest.co.uk,iacorg-xvvkv_user518@mailtest.co.uk,Pass19word
iacorg-xucm6,6SRMK2X,iacorg-xucm6_superuser@mailtest.co.uk,iacorg-xvvkv_user519@mailtest.co.uk,Pass19word
iacorg-xucm6,N28ZLH0,iacorg-xucm6_superuser@mailtest.co.uk,iacorg-xvvkv_user520@mailtest.co.uk,Pass19word
iacorg-xvvkv,8LZDLX1,iacorg-xvvkv_superuser@mailtest.co.uk,iacorg-xwrbz_user90@mailtest.co.uk,Pass19word
iacorg-xvvkv,X0G0JLA,iacorg-xvvkv_superuser@mailtest.co.uk,iacorg-xwrbz_user91@mailtest.co.uk,Pass19word
iacorg-xvvkv,ORSX36S,iacorg-xvvkv_superuser@mailtest.co.uk,iacorg-xwrbz_user92@mailtest.co.uk,Pass19word
iacorg-xvvkv,LSPAU9E,iacorg-xvvkv_superuser@mailtest.co.uk,iacorg-xwrbz_user93@mailtest.co.uk,Pass19word
iacorg-xvvkv,86HJH20,iacorg-xvvkv_superuser@mailtest.co.uk,iacorg-xwrbz_user94@mailtest.co.uk,Pass19word
iacorg-xwrbz,UI1QRGY,iacorg-xwrbz_superuser@mailtest.co.uk,iacorg-xwrbz_user95@mailtest.co.uk,Pass19word
iacorg-xwrbz,864O2HI,iacorg-xwrbz_superuser@mailtest.co.uk,iacorg-xwrbz_user96@mailtest.co.uk,Pass19word
iacorg-xwrbz,0HXTMFE,iacorg-xwrbz_superuser@mailtest.co.uk,iacorg-xwrbz_user97@mailtest.co.uk,Pass19word
iacorg-xwrbz,3TTPGYM,iacorg-xwrbz_superuser@mailtest.co.uk,iacorg-xwrbz_user98@mailtest.co.uk,Pass19word
iacorg-xwrbz,UPNUZ62,iacorg-xwrbz_superuser@mailtest.co.uk,iacorg-y7j2q_user626@mailtest.co.uk,Pass19word
iacorg-y7j2q,QPGLT0L,iacorg-y7j2q_superuser@mailtest.co.uk,iacorg-y7j2q_user627@mailtest.co.uk,Pass19word
iacorg-y7j2q,IUS14Z0,iacorg-y7j2q_superuser@mailtest.co.uk,iacorg-y7j2q_user628@mailtest.co.uk,Pass19word
iacorg-y7j2q,EP8PH7X,iacorg-y7j2q_superuser@mailtest.co.uk,iacorg-y7j2q_user629@mailtest.co.uk,Pass19word
iacorg-y7j2q,CEJ97NV,iacorg-y7j2q_superuser@mailtest.co.uk,iacorg-y7j2q_user630@mailtest.co.uk,Pass19word
iacorg-y7j2q,D5YRDG0,iacorg-y7j2q_superuser@mailtest.co.uk,iacorg-y7j2q_user631@mailtest.co.uk,Pass19word
iacorg-yly7f,VDQ7FW9,iacorg-yly7f_superuser@mailtest.co.uk,iacorg-y7j2q_user632@mailtest.co.uk,Pass19word
iacorg-yly7f,APGPS1H,iacorg-yly7f_superuser@mailtest.co.uk,iacorg-y7j2q_user633@mailtest.co.uk,Pass19word
iacorg-yly7f,L1KB3CW,iacorg-yly7f_superuser@mailtest.co.uk,iacorg-yly7f_user375@mailtest.co.uk,Pass19word
iacorg-yly7f,UHOL10J,iacorg-yly7f_superuser@mailtest.co.uk,iacorg-yly7f_user376@mailtest.co.uk,Pass19word
iacorg-yly7f,HRLQ9LJ,iacorg-yly7f_superuser@mailtest.co.uk,iacorg-yly7f_user377@mailtest.co.uk,Pass19word
iacorg-ytuj9,PYWSE1P,iacorg-ytuj9_superuser@mailtest.co.uk,iacorg-yly7f_user378@mailtest.co.uk,Pass19word
iacorg-ytuj9,OHS3L84,iacorg-ytuj9_superuser@mailtest.co.uk,iacorg-yly7f_user379@mailtest.co.uk,Pass19word
iacorg-ytuj9,6ICO3QJ,iacorg-ytuj9_superuser@mailtest.co.uk,iacorg-ytuj9_user561@mailtest.co.uk,Pass19word
iacorg-ytuj9,FFTJ2KA,iacorg-ytuj9_superuser@mailtest.co.uk,iacorg-ytuj9_user562@mailtest.co.uk,Pass19word
iacorg-ytuj9,L2PE1Z7,iacorg-ytuj9_superuser@mailtest.co.uk,iacorg-ytuj9_user563@mailtest.co.uk,Pass19word
iacorg-ytvpl,6P663RS,iacorg-ytvpl_superuser@mailtest.co.uk,iacorg-ytuj9_user564@mailtest.co.uk,Pass19word
iacorg-ytvpl,N28ZLH0,iacorg-ytvpl_superuser@mailtest.co.uk,iacorg-ytuj9_user565@mailtest.co.uk,Pass19word
iacorg-ytvpl,8LZDLX1,iacorg-ytvpl_superuser@mailtest.co.uk,iacorg-ytuj9_user566@mailtest.co.uk,Pass19word
iacorg-ytvpl,X0G0JLA,iacorg-ytvpl_superuser@mailtest.co.uk,iacorg-ytuj9_user567@mailtest.co.uk,Pass19word
iacorg-ytvpl,ORSX36S,iacorg-ytvpl_superuser@mailtest.co.uk,iacorg-ytvpl_user218@mailtest.co.uk,Pass19word
iacorg-z6hmm,86HJH20,iacorg-z6hmm_superuser@mailtest.co.uk,iacorg-ytvpl_user219@mailtest.co.uk,Pass19word
iacorg-z6hmm,UI1QRGY,iacorg-z6hmm_superuser@mailtest.co.uk,iacorg-ytvpl_user220@mailtest.co.uk,Pass19word
iacorg-z6hmm,3TTPGYM,iacorg-z6hmm_superuser@mailtest.co.uk,iacorg-ytvpl_user221@mailtest.co.uk,Pass19word
iacorg-z6hmm,0HXTMFE,iacorg-z6hmm_superuser@mailtest.co.uk,iacorg-ytvpl_user222@mailtest.co.uk,Pass19word
iacorg-z6hmm,UPNUZ62,iacorg-z6hmm_superuser@mailtest.co.uk,iacorg-z6hmm_user188@mailtest.co.uk,Pass19word
iacorg-z86ir,QPGLT0L,iacorg-z86ir_superuser@mailtest.co.uk,iacorg-z6hmm_user189@mailtest.co.uk,Pass19word
iacorg-z86ir,IUS14Z0,iacorg-z86ir_superuser@mailtest.co.uk,iacorg-z6hmm_user190@mailtest.co.uk,Pass19word
iacorg-z86ir,EP8PH7X,iacorg-z86ir_superuser@mailtest.co.uk,iacorg-z86ir_user134@mailtest.co.uk,Pass19word
iacorg-z86ir,D5YRDG0,iacorg-z86ir_superuser@mailtest.co.uk,iacorg-z86ir_user135@mailtest.co.uk,Pass19word
iacorg-z86ir,VDQ7FW9,iacorg-z86ir_superuser@mailtest.co.uk,iacorg-z86ir_user136@mailtest.co.uk,Pass19word
iacorg-zaq70,APGPS1H,iacorg-zaq70_superuser@mailtest.co.uk,iacorg-z86ir_user137@mailtest.co.uk,Pass19word
iacorg-zaq70,UHOL10J,iacorg-zaq70_superuser@mailtest.co.uk,iacorg-zaq70_user278@mailtest.co.uk,Pass19word
iacorg-zaq70,HRLQ9LJ,iacorg-zaq70_superuser@mailtest.co.uk,iacorg-zaq70_user279@mailtest.co.uk,Pass19word
iacorg-zaq70,OHS3L84,iacorg-zaq70_superuser@mailtest.co.uk,iacorg-zaq70_user280@mailtest.co.uk,Pass19word
iacorg-zaq70,FFTJ2KA,iacorg-zaq70_superuser@mailtest.co.uk,iacorg-zaq70_user281@mailtest.co.uk,Pass19word
iacorg-zgexf,L2PE1Z7,iacorg-zgexf_superuser@mailtest.co.uk,iacorg-zaq70_user282@mailtest.co.uk,Pass19word
iacorg-zgexf,6P663RS,iacorg-zgexf_superuser@mailtest.co.uk,iacorg-zaq70_user283@mailtest.co.uk,Pass19word
iacorg-zgexf,X0G0JLA,iacorg-zgexf_superuser@mailtest.co.uk,iacorg-zgexf_user475@mailtest.co.uk,Pass19word
iacorg-zgexf,ORSX36S,iacorg-zgexf_superuser@mailtest.co.uk,iacorg-zgexf_user476@mailtest.co.uk,Pass19word
iacorg-zgexf,UI1QRGY,iacorg-zgexf_superuser@mailtest.co.uk,iacorg-zgexf_user477@mailtest.co.uk,Pass19word
iacorg-zm927,0HXTMFE,iacorg-zm927_superuser@mailtest.co.uk,iacorg-zgexf_user478@mailtest.co.uk,Pass19word
iacorg-zm927,3TTPGYM,iacorg-zm927_superuser@mailtest.co.uk,iacorg-zgexf_user479@mailtest.co.uk,Pass19word
iacorg-zm927,QPGLT0L,iacorg-zm927_superuser@mailtest.co.uk,iacorg-zm927_user534@mailtest.co.uk,Pass19word
iacorg-zm927,IUS14Z0,iacorg-zm927_superuser@mailtest.co.uk,iacorg-zm927_user535@mailtest.co.uk,Pass19word
iacorg-zm927,EP8PH7X,iacorg-zm927_superuser@mailtest.co.uk,iacorg-zm927_user536@mailtest.co.uk,Pass19word
iacorg-zp6zf,VDQ7FW9,iacorg-zp6zf_superuser@mailtest.co.uk,iacorg-zm927_user537@mailtest.co.uk,Pass19word
iacorg-zp6zf,APGPS1H,iacorg-zp6zf_superuser@mailtest.co.uk,iacorg-zm927_user538@mailtest.co.uk,Pass19word
iacorg-zp6zf,HRLQ9LJ,iacorg-zp6zf_superuser@mailtest.co.uk,iacorg-zm927_user539@mailtest.co.uk,Pass19word
iacorg-zp6zf,L2PE1Z7,iacorg-zp6zf_superuser@mailtest.co.uk,iacorg-zp6zf_user203@mailtest.co.uk,Pass19word
iacorg-zp6zf,6P663RS,iacorg-zp6zf_superuser@mailtest.co.uk,iacorg-zp6zf_user204@mailtest.co.uk,Pass19word
iacorg-zy64n,ORSX36S,iacorg-zy64n_superuser@mailtest.co.uk,iacorg-zp6zf_user205@mailtest.co.uk,Pass19word
iacorg-zy64n,UI1QRGY,iacorg-zy64n_superuser@mailtest.co.uk,iacorg-zp6zf_user206@mailtest.co.uk,Pass19word
iacorg-zy64n,QPGLT0L,iacorg-zy64n_superuser@mailtest.co.uk,iacorg-zy64n_user333@mailtest.co.uk,Pass19word
iacorg-zy64n,EP8PH7X,iacorg-zy64n_superuser@mailtest.co.uk,iacorg-zy64n_user334@mailtest.co.uk,Pass19word
iacorg-zy64n,APGPS1H,iacorg-zy64n_superuser@mailtest.co.uk,iacorg-zy64n_user335@mailtest.co.uk,Pass19word
